Education,Status,Others,Skin Color,Sex
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 11th, Divorced, Machine-op-inspct, Other, Female
 HS-grad, Never-married, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, Other-service, Black, Male
 Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 12th, Married-civ-spouse, Tech-support, White, Male
 1st-4th, Widowed, Priv-house-serv, Black, Female
 Assoc-voc, Separated, Craft-repair, White, Male
 Bachelors, Never-married, Farming-fishing, White, Female
 HS-grad, Never-married, ?, Black, Female
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Doctorate, Never-married, Prof-specialty, White, Male
 Some-college, Never-married, Handlers-cleaners, White, Female
 HS-grad, Never-married, Transport-moving, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Female
 10th, Married-civ-spouse, Other-service, White, Female
 Some-college, Married-civ-spouse, Protective-serv, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Some-college, Never-married, Craft-repair, White, Male
 Some-college, Divorced, Exec-managerial, White, Male
 HS-grad, Separated, Other-service, White, Female
 11th, Widowed, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female
 Assoc-voc, Divorced, Craft-repair, Black, Female
 11th, Never-married, Machine-op-inspct, White, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Separated, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Tech-support, White, Female
 11th, Married-civ-spouse, Other-service, White, Male
 Bachelors, Never-married, Transport-moving, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, Handlers-cleaners, Black, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 7th-8th, Separated, Other-service, White, Female
 HS-grad, Separated, Craft-repair, White, Male
 Masters, Divorced, Exec-managerial, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Prof-specialty, White, Male
 11th, Never-married, Sales, White, Male
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Doctorate, Never-married, Prof-specialty, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 12th, Never-married, ?, White, Male
 Assoc-acdm, Divorced, Sales, White, Female
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Never-married, Tech-support, White, Male
 Some-college, Never-married, Sales, White, Female
 Some-college, Never-married, Adm-clerical, White, Male
 11th, Never-married, Other-service, White, Male
 10th, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Divorced, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, ?, Asian-Pac-Islander, Female
 7th-8th, Never-married, Transport-moving, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Sales, White, Male
 Some-college, Never-married, ?, Amer-Indian-Eskimo, Female
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, Tech-support, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 Bachelors, Never-married, Tech-support, White, Male
 Some-college, Never-married, Adm-clerical, White, Male
 7th-8th, Divorced, Other-service, White, Female
 9th, Married-civ-spouse, Other-service, White, Male
 Assoc-acdm, Never-married, Farming-fishing, White, Male
 HS-grad, Never-married, Adm-clerical, Black, Female
 Masters, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male
 HS-grad, Separated, Exec-managerial, Black, Male
 10th, Never-married, Other-service, White, Female
 Masters, Divorced, Prof-specialty, White, Female
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 Bachelors, Never-married, Other-service, White, Female
 HS-grad, Never-married, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, Black, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Never-married, Sales, White, Female
 11th, Widowed, Other-service, Black, Female
 9th, Widowed, Priv-house-serv, Black, Female
 Assoc-voc, Married-civ-spouse, Transport-moving, White, Male
 9th, Married-spouse-absent, Handlers-cleaners, White, Male
 HS-grad, Never-married, Farming-fishing, Black, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, Other-service, Black, Female
 10th, Separated, Other-service, Black, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, Black, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Other-service, White, Female
 Bachelors, Never-married, Handlers-cleaners, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 5th-6th, Married-civ-spouse, Transport-moving, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Divorced, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Doctorate, Separated, Prof-specialty, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, ?, White, Male
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 Some-college, Never-married, Other-service, White, Male
 HS-grad, Never-married, Exec-managerial, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 Some-college, Separated, Exec-managerial, White, Female
 HS-grad, Never-married, Machine-op-inspct, White, Female
 Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female
 9th, Widowed, ?, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 7th-8th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 12th, Married-civ-spouse, Handlers-cleaners, Black, Male
 Masters, Never-married, Sales, White, Male
 Some-college, Never-married, Prof-specialty, White, Male
 Masters, Never-married, Prof-specialty, White, Male
 Some-college, Never-married, Sales, White, Female
 Assoc-acdm, Divorced, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, Black, Male
 11th, Married-spouse-absent, ?, Asian-Pac-Islander, Female
 9th, Never-married, Machine-op-inspct, White, Male
 Some-college, Divorced, Exec-managerial, White, Male
 11th, Never-married, ?, White, Female
 11th, Never-married, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Sales, White, Female
 12th, Never-married, Other-service, White, Male
 Some-college, Married-civ-spouse, Adm-clerical, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Widowed, Exec-managerial, White, Male
 HS-grad, Never-married, Protective-serv, White, Male
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Separated, Exec-managerial, Black, Male
 11th, Never-married, Adm-clerical, White, Female
 HS-grad, Divorced, Exec-managerial, White, Female
 7th-8th, Never-married, ?, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 Masters, Never-married, Exec-managerial, White, Male
 HS-grad, Never-married, Other-service, White, Male
 Some-college, Married-civ-spouse, Farming-fishing, White, Male
 Some-college, Never-married, Machine-op-inspct, Black, Female
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, Prof-specialty, White, Male
 Bachelors, Never-married, Tech-support, White, Female
 Assoc-acdm, Never-married, ?, White, Male
 Masters, Never-married, Prof-specialty, White, Male
 Masters, Married-civ-spouse, Tech-support, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 HS-grad, Never-married, Sales, White, Female
 Bachelors, Never-married, Prof-specialty, White, Male
 Bachelors, Widowed, Sales, White, Female
 Some-college, Never-married, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Doctorate, Divorced, Prof-specialty, White, Female
 Bachelors, Divorced, Exec-managerial, White, Female
 12th, Married-civ-spouse, Other-service, Black, Male
 Some-college, Never-married, Sales, Black, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 11th, Never-married, Other-service, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Divorced, Adm-clerical, Black, Female
 Bachelors, Separated, Prof-specialty, White, Male
 Assoc-voc, Married-civ-spouse, Tech-support, White, Male
 Bachelors, Divorced, Adm-clerical, White, Female
 HS-grad, Separated, Other-service, Black, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Never-married, Tech-support, White, Female
 Some-college, Never-married, Sales, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Never-married, Other-service, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Female
 Some-college, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, Other-service, White, Male
 11th, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, Other-service, White, Female
 Some-college, Divorced, Adm-clerical, Asian-Pac-Islander, Female
 Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male
 Assoc-voc, Never-married, Other-service, White, Female
 Some-college, Married-civ-spouse, ?, Black, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Sales, Black, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Widowed, Other-service, Black, Female
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 Some-college, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Masters, Never-married, Exec-managerial, White, Female
 Assoc-voc, Never-married, Tech-support, White, Male
 12th, Never-married, Handlers-cleaners, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Never-married, Adm-clerical, Black, Female
 11th, Never-married, Craft-repair, Black, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 10th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Transport-moving, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Assoc-voc, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Adm-clerical, White, Female
 HS-grad, Never-married, Farming-fishing, Black, Male
 HS-grad, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, Adm-clerical, White, Female
 HS-grad, Divorced, Protective-serv, White, Male
 Doctorate, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Sales, White, Male
 10th, Separated, Other-service, White, Female
 Some-college, Married-spouse-absent, Other-service, White, Male
 Some-college, Married-civ-spouse, Sales, White, Female
 Bachelors, Divorced, Sales, White, Female
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Some-college, Never-married, Farming-fishing, White, Female
 5th-6th, Separated, Farming-fishing, White, Male
 HS-grad, Divorced, Craft-repair, White, Male
 Assoc-voc, Married-civ-spouse, Tech-support, White, Female
 HS-grad, Never-married, Sales, White, Male
 Assoc-voc, Divorced, Tech-support, White, Male
 Some-college, Divorced, Adm-clerical, White, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, Tech-support, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Assoc-voc, Never-married, Machine-op-inspct, White, Female
 Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Sales, Other, Female
 Some-college, Divorced, Adm-clerical, Black, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 12th, Never-married, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, ?, White, Male
 HS-grad, Never-married, ?, White, Female
 Assoc-voc, Married-civ-spouse, Tech-support, White, Male
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 Some-college, Never-married, ?, White, Male
 HS-grad, Never-married, Sales, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Never-married, Other-service, Black, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Never-married, Machine-op-inspct, Black, Male
 Masters, Never-married, Tech-support, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Assoc-acdm, Divorced, Craft-repair, White, Male
 HS-grad, Never-married, Other-service, Black, Male
